,cvTerm,dataRating,deviceCategoryCode,deviceCode,deviceId,deviceLink,deviceName,hasDeviceData
476,{'device': []},"[{'dateFrom': '2015-11-29T02:22:43.000Z', 'dateTo': None, 'samplePeriod': 600.0, 'sampleSize': 0}]",ACCELEROMETER,GSCACC02475,23399,http://data.oceannetworks.ca/DeviceListing?DeviceId=23399,Geological Survey of Canada Accelerometer 02475,True
477,{'device': []},"[{'dateFrom': '2015-11-29T02:22:47.000Z', 'dateTo': None, 'samplePeriod': 600.0, 'sampleSize': 0}]",ACCELEROMETER,GSCACC02476,23542,http://data.oceannetworks.ca/DeviceListing?DeviceId=23542,Geological Survey of Canada Accelerometer 02476,True
478,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1589/', 'vocabulary': 'SeaVoX Device Catalogue'}]}",[],BBS,GURALPBBSEISMO2216,21620,http://data.oceannetworks.ca/DeviceListing?DeviceId=21620,Guralp CMG-IT Broadband Seismometer 2216,True
479,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1589/', 'vocabulary': 'SeaVoX Device Catalogue'}]}",[],BBS,GURALPBBSEISMO2217,22057,http://data.oceannetworks.ca/DeviceListing?DeviceId=22057,Guralp CMG-IT Broadband Seismometer 2217,True
480,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1589/', 'vocabulary': 'SeaVoX Device Catalogue'}]}",[],BBS,GURALPBBSEISMO2218,13117,http://data.oceannetworks.ca/DeviceListing?DeviceId=13117,Guralp CMG-IT Broadband Seismometer 2218,True
481,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1589/', 'vocabulary': 'SeaVoX Device Catalogue'}]}",[],BBS,GURALPBBSEISMO2533,11057,http://data.oceannetworks.ca/DeviceListing?DeviceId=11057,Guralp CMG-IT Broadband Seismometer 2533,True
482,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1589/', 'vocabulary': 'SeaVoX Device Catalogue'}]}",[],BBS,GURALPBBSEISMO5218,23070,http://data.oceannetworks.ca/DeviceListing?DeviceId=23070,Guralp CMG-IT Broadband Seismometer 5218,True
483,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1589/', 'vocabulary': 'SeaVoX Device Catalogue'}]}",[],BBS,GURALPBBSEISMO5223,23071,http://data.oceannetworks.ca/DeviceListing?DeviceId=23071,Guralp CMG-IT Broadband Seismometer 5223,True
484,{'device': []},[],BBS,GURALPORCUSBBST310920,74400,http://data.oceannetworks.ca/DeviceListing?DeviceId=74400,Guralp Orcus Broadband Seismometer SN T310920,True
485,{'device': []},[],OCEANOGRAPHICRADAR,HECATESTRAITARRAY,30719,http://data.oceannetworks.ca/DeviceListing?DeviceId=30719,Hecate Strait CODAR Array,True
486,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1514/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2016-09-21T22:56:30.000Z', 'dateTo': '2018-12-10T00:00:00.000Z', 'samplePeriod': 1.0, 'sampleSize': 0}, {'dateFrom': '2018-12-10T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",NAV,HEMISPHEREGNSSGPS-C14360018202308,23954,http://data.oceannetworks.ca/DeviceListing?DeviceId=23954,Hemisphere GNSS MV104S GPS Compass (SN C1436-00182-02-308),True
487,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1514/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2016-06-02T11:09:07.000Z', 'dateTo': '2017-01-17T00:00:00.000Z', 'samplePeriod': 10.0, 'sampleSize': 0}, {'dateFrom': '2017-01-17T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",NAV,HEMISPHEREGNSSGPS-C14360018202341,23882,http://data.oceannetworks.ca/DeviceListing?DeviceId=23882,Hemisphere GNSS V104S GPS Compass (SN C1436-00182-02-341),True
488,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1514/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2016-11-16T18:26:11.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",NAV,HEMISPHEREGNSSGPS-C14360018202663,23985,http://data.oceannetworks.ca/DeviceListing?DeviceId=23985,Hemisphere GNSS V104S GPS Compass (SN C1436-00182-02-663),True
489,{'device': []},"[{'dateFrom': '2015-08-01T00:00:00.000Z', 'dateTo': '2017-06-06T00:00:00.000Z', 'samplePeriod': 1.0, 'sampleSize': 12}, {'dateFrom': '2017-06-06T00:00:00.000Z', 'dateTo': '2020-09-05T00:00:00.000Z', 'samplePeriod': 1.0, 'sampleSize': 16}, {'dateFrom': '2020-09-05T00:00:00.000Z', 'dateTo': '2021-08-04T00:00:00.000Z', 'samplePeriod': 1.0, 'sampleSize': 5}, {'dateFrom': '2021-08-04T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 0}]",NAV,HERCULESNAV01,23531,http://data.oceannetworks.ca/DeviceListing?DeviceId=23531,Hercules ROV Navigation 01,True
490,{'device': []},[],ROV_CAMERA,HERCULESROVINSPACZEUSPLUS,23543,http://data.oceannetworks.ca/DeviceListing?DeviceId=23543,Insite Pacific Zeus Plus HD Camera on Hercules ROV,True
491,"{'device': [{'uri': ' http://vocab.nerc.ac.uk/collection/L22/current/TOOL1649/', 'vocabulary': 'SeaVoX Device Catalogue'}]}",[],PLANKTONCAMSYSTEM,HOLOSEAMICROSN045500040894,25903,http://data.oceannetworks.ca/DeviceListing?DeviceId=25903,HoloSea Microscope SN045500040894,True
492,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1662/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2013-04-30T20:02:30.000Z', 'dateTo': None, 'samplePeriod': 0.125, 'sampleSize': 1}]",ORIENTATION,HONEYWELL_HMR3300_ORIENTATION_22024774,12121,http://data.oceannetworks.ca/DeviceListing?DeviceId=12121,Honeywell HMR3300 Orientation 22024774,True
493,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1662/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2018-01-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.125, 'sampleSize': 1}]",ORIENTATION,HONEYWELLHMR3300ORIENTATION06790,74000,http://data.oceannetworks.ca/DeviceListing?DeviceId=74000,Honeywell HMR3300 Orientation (SN 06790),True
494,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1662/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2017-03-30T17:16:29.000Z', 'dateTo': None, 'samplePeriod': 0.125, 'sampleSize': 1}]",ORIENTATION,HONEYWELLHMR3300ORIENTATION30927,23903,http://data.oceannetworks.ca/DeviceListing?DeviceId=23903,Honeywell HMR3300 Orientation (SN 30927),True
495,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1662/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2016-03-15T16:13:49.000Z', 'dateTo': None, 'samplePeriod': 0.125, 'sampleSize': 1}]",ORIENTATION,HONEYWELLHMR3300ORIENTATION31599,23678,http://data.oceannetworks.ca/DeviceListing?DeviceId=23678,Honeywell HMR3300 Orientation (SN 31599),True
496,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1662/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-08-29T03:59:04.000Z', 'dateTo': None, 'samplePeriod': 0.125, 'sampleSize': 1}]",ORIENTATION,HONEYWELLHMR3300ORIENTATION31963,23538,http://data.oceannetworks.ca/DeviceListing?DeviceId=23538,Honeywell HMR3300 Orientation (SN 31963),True
497,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1662/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2016-03-15T16:18:03.000Z', 'dateTo': None, 'samplePeriod': 0.125, 'sampleSize': 1}]",ORIENTATION,HONEYWELLHMR3300ORIENTATION32116,23679,http://data.oceannetworks.ca/DeviceListing?DeviceId=23679,Honeywell HMR3300 Orientation (SN 32116),True
498,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1662/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2016-03-02T01:02:40.000Z', 'dateTo': None, 'samplePeriod': 0.125, 'sampleSize': 1}]",ORIENTATION,HONEYWELLHMR3300ORIENTATION32117,23677,http://data.oceannetworks.ca/DeviceListing?DeviceId=23677,Honeywell HMR3300 Orientation (SN 32117),True
499,{'device': []},"[{'dateFrom': '2009-07-23T21:14:36.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",TARRAY,HP,11013,http://data.oceannetworks.ca/DeviceListing?DeviceId=11013,A.G.O. Temperature Probes,True
500,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1424/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2009-07-29T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 2.0, 'sampleSize': 1}]",CURRENTMETER,HS_CURRENT_METER_2001,22628,http://data.oceannetworks.ca/DeviceListing?DeviceId=22628,Hs Engineers Current Meter 2001 (SN 21539),True
501,{'device': []},"[{'dateFrom': '2012-01-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 7200.0, 'sampleSize': 0}]",ICE_BUOY,IceBuoy_300034012578110,514,http://data.oceannetworks.ca/DeviceListing?DeviceId=514,Oceanetic 908 thermistor buoy 300034012578110,True
502,{'device': []},"[{'dateFrom': '2012-01-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 7200.0, 'sampleSize': 0}]",ICE_BUOY,IceBuoy_300034013418560,515,http://data.oceannetworks.ca/DeviceListing?DeviceId=515,Oceanetic 908 thermistor buoy 300034013418560,True
503,{'device': []},"[{'dateFrom': '2012-01-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 7200.0, 'sampleSize': 0}]",ICE_BUOY,IceBuoy_300034013853150,516,http://data.oceannetworks.ca/DeviceListing?DeviceId=516,Oceanetic 908 thermistor buoy 300034013853150,True
504,{'device': []},"[{'dateFrom': '2015-03-11T17:05:12.000Z', 'dateTo': None, 'samplePeriod': 3600.0, 'sampleSize': 1}]",ICE_BUOY,IceBuoy_300234011032990,23477,http://data.oceannetworks.ca/DeviceListing?DeviceId=23477,Oceanetic 908 Thermistor Buoy ID 300234011032990,True
505,{'device': []},"[{'dateFrom': '2014-03-24T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 3600.0, 'sampleSize': 0}]",ICE_BUOY,IceBuoy_300234060270140,23289,http://data.oceannetworks.ca/DeviceListing?DeviceId=23289,Oceanetic 908 Thermistor Buoy ID 300234060270140,True
506,{'device': []},"[{'dateFrom': '2014-03-28T16:08:20.000Z', 'dateTo': None, 'samplePeriod': 3600.0, 'sampleSize': 0}]",ICE_BUOY,IceBuoy_300234060272140,23290,http://data.oceannetworks.ca/DeviceListing?DeviceId=23290,Oceanetic 908 Thermistor Buoy ID 300234060272140,True
507,{'device': []},"[{'dateFrom': '2016-04-27T17:53:02.000Z', 'dateTo': None, 'samplePeriod': 3600.0, 'sampleSize': 1}]",ICE_BUOY,IceBuoy_300234060273160,23886,http://data.oceannetworks.ca/DeviceListing?DeviceId=23886,Oceanetic 908 Thermistor Buoy ID 300234060273160,True
508,{'device': []},"[{'dateFrom': '2015-03-11T17:04:41.000Z', 'dateTo': None, 'samplePeriod': 3600.0, 'sampleSize': 1}]",ICE_BUOY,IceBuoy_300234060591000,23476,http://data.oceannetworks.ca/DeviceListing?DeviceId=23476,Oceanetic 908 Thermistor Buoy ID 300234060591000,True
509,{'device': []},"[{'dateFrom': '2015-03-11T17:04:53.000Z', 'dateTo': None, 'samplePeriod': 3600.0, 'sampleSize': 1}]",ICE_BUOY,IceBuoy_300234060594000,23475,http://data.oceannetworks.ca/DeviceListing?DeviceId=23475,Oceanetic 908 Thermistor Buoy ID 300234060594000,True
510,{'device': []},"[{'dateFrom': '2016-04-27T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 3600.0, 'sampleSize': 1}]",ICE_BUOY,IceBuoy_300234061876260,23887,http://data.oceannetworks.ca/DeviceListing?DeviceId=23887,Oceanetic 908 Thermistor Buoy ID 300234061876260,True
511,{'device': []},"[{'dateFrom': '2016-02-01T23:51:49.000Z', 'dateTo': '2016-07-05T04:00:00.000Z', 'samplePeriod': 1800.0, 'sampleSize': 1}, {'dateFrom': '2016-07-05T04:00:00.000Z', 'dateTo': None, 'samplePeriod': 86400.0, 'sampleSize': 1}]",ICE_BUOY,IceBuoy_300234063480820,23901,http://data.oceannetworks.ca/DeviceListing?DeviceId=23901,Oceanetic 908 Thermistor Buoy ID 300234063480820,True
512,{'device': []},"[{'dateFrom': '2019-03-01T21:58:14.000Z', 'dateTo': None, 'samplePeriod': 3600.0, 'sampleSize': 1}]",ICE_BUOY,IceBuoy_300234063481820,31559,http://data.oceannetworks.ca/DeviceListing?DeviceId=31559,Oceanetic 908 Thermistor Buoy ID 300234063481820,True
513,{'device': []},"[{'dateFrom': '2018-04-06T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 3600.0, 'sampleSize': 1}]",ICE_BUOY,IceBuoy_300234063488820,26739,http://data.oceannetworks.ca/DeviceListing?DeviceId=26739,Oceanetic 908 Thermistor Buoy ID 300234063488820,True
514,{'device': []},"[{'dateFrom': '2019-03-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 3600.0, 'sampleSize': 1}]",ICE_BUOY,IceBuoy_300234065061200,31579,http://data.oceannetworks.ca/DeviceListing?DeviceId=31579,Oceanetic 908 Thermistor Buoy ID 300234065061200,True
515,{'device': []},"[{'dateFrom': '2020-02-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 3600.0, 'sampleSize': 1}]",ICE_BUOY,IceBuoy_300234065069200,47020,http://data.oceannetworks.ca/DeviceListing?DeviceId=47020,Oceanetic 908 Thermistor Buoy ID 300234065069200,True
516,{'device': []},"[{'dateFrom': '2012-01-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 3600.0, 'sampleSize': 0}]",ICE_BUOY,IceBuoy_316021441,518,http://data.oceannetworks.ca/DeviceListing?DeviceId=518,Oceanetic 908 thermistor buoy 316021441,True
517,{'device': []},"[{'dateFrom': '2015-04-01T18:52:12.000Z', 'dateTo': None, 'samplePeriod': 3600.0, 'sampleSize': 1}]",ICE_BUOY,IceBuoy_ID300234060272140,23497,http://data.oceannetworks.ca/DeviceListing?DeviceId=23497,Oceanetic 908 Thermistor Buoy 300234060272140,True
518,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1505/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2013-05-26T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 300.0, 'sampleSize': 1}]",HYDROPHONE,ICHYDROPHONE203,1230,http://data.oceannetworks.ca/DeviceListing?DeviceId=1230,Ocean Sonics icListen LF Hydrophone 203,True
519,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1505/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2013-05-26T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 300.0, 'sampleSize': 1}]",HYDROPHONE,ICHYDROPHONE216,23168,http://data.oceannetworks.ca/DeviceListing?DeviceId=23168,Ocean Sonics icListen LF Hydrophone 216,True
520,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1504/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-09-01T19:32:14.000Z', 'dateTo': '2017-06-01T20:29:09.000Z', 'samplePeriod': 60.0, 'sampleSize': 1}, {'dateFrom': '2017-06-01T20:29:09.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENAF2504,23379,http://data.oceannetworks.ca/DeviceListing?DeviceId=23379,Ocean Sonics icListen AF Hydrophone 2504,True
521,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1504/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2017-06-01T20:25:35.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENAF2522,23817,http://data.oceannetworks.ca/DeviceListing?DeviceId=23817,Ocean Sonics icListen AF Hydrophone 2522,True
522,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1504/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2016-05-02T15:24:11.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENAF2523,23818,http://data.oceannetworks.ca/DeviceListing?DeviceId=23818,Ocean Sonics icListen AF Hydrophone 2523,True
523,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1504/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2019-10-21T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENAF2534,29499,http://data.oceannetworks.ca/DeviceListing?DeviceId=29499,Ocean Sonics icListen AF Hydrophone 2534,True
524,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1504/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-03-23T23:14:18.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENAF2545,24206,http://data.oceannetworks.ca/DeviceListing?DeviceId=24206,Ocean Sonics icListen AF Hydrophone 2545,True
525,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1504/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-02-07T21:08:39.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENAF2548,24348,http://data.oceannetworks.ca/DeviceListing?DeviceId=24348,Ocean Sonics icListen AF Hydrophone 2548,True
526,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1504/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2018-09-07T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENAF2556,28559,http://data.oceannetworks.ca/DeviceListing?DeviceId=28559,Ocean Sonics icListen AF Hydrophone 2556,True
527,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0942/', 'vocabulary': 'SeaVoX Device Catalogue'}]}",[],HYDROPHONE,ICLISTENHF1205,13203,http://data.oceannetworks.ca/DeviceListing?DeviceId=13203,Ocean Sonics icListen HF Hydrophone 1205,True
528,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0942/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2014-02-01T17:06:02.000Z', 'dateTo': '2016-05-20T21:18:33.000Z', 'samplePeriod': 300.0, 'sampleSize': 1}, {'dateFrom': '2016-05-20T21:18:33.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENHF1251,23157,http://data.oceannetworks.ca/DeviceListing?DeviceId=23157,Ocean Sonics icListen HF Hydrophone 1251,True
529,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0942/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2013-09-03T00:00:00.000Z', 'dateTo': '2015-08-27T00:00:00.000Z', 'samplePeriod': 300.0, 'sampleSize': 1}, {'dateFrom': '2015-08-27T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENHF1252,23155,http://data.oceannetworks.ca/DeviceListing?DeviceId=23155,Ocean Sonics icListen HF Hydrophone 1252,True
530,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0942/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2014-02-01T17:05:53.000Z', 'dateTo': '2015-04-23T00:00:00.000Z', 'samplePeriod': 300.0, 'sampleSize': 1}, {'dateFrom': '2015-04-23T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENHF1253,23156,http://data.oceannetworks.ca/DeviceListing?DeviceId=23156,Ocean Sonics icListen HF Hydrophone 1253,True
531,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0942/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2014-05-01T17:04:38.000Z', 'dateTo': '2015-04-24T00:00:00.000Z', 'samplePeriod': 300.0, 'sampleSize': 1}, {'dateFrom': '2015-04-24T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENHF1266,23235,http://data.oceannetworks.ca/DeviceListing?DeviceId=23235,Ocean Sonics icListen HF Hydrophone 1266,True
532,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0942/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2014-04-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENHF1283,23641,http://data.oceannetworks.ca/DeviceListing?DeviceId=23641,Ocean Sonics icListen HF Hydrophone 1283,True
533,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0942/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2014-07-10T18:34:08.000Z', 'dateTo': '2015-04-16T00:00:00.000Z', 'samplePeriod': 300.0, 'sampleSize': 1}, {'dateFrom': '2015-04-16T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENHF1288,23330,http://data.oceannetworks.ca/DeviceListing?DeviceId=23330,Ocean Sonics icListen HF Hydrophone 1288,True
534,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0942/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2016-08-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENHF1289,23642,http://data.oceannetworks.ca/DeviceListing?DeviceId=23642,Ocean Sonics icListen HF Hydrophone 1289,True
535,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0942/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2016-05-20T21:47:07.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENHF1293,23378,http://data.oceannetworks.ca/DeviceListing?DeviceId=23378,Ocean Sonics icListen HF Hydrophone 1293,True
536,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0942/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-09-01T15:35:14.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENHF1332,23478,http://data.oceannetworks.ca/DeviceListing?DeviceId=23478,Ocean Sonics icListen HF Hydrophone 1332,True
537,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0942/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-09-11T22:22:00.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENHF1333,23479,http://data.oceannetworks.ca/DeviceListing?DeviceId=23479,Ocean Sonics icListen HF Hydrophone 1333,True
538,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0942/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-09-01T16:39:22.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENHF1349,23480,http://data.oceannetworks.ca/DeviceListing?DeviceId=23480,Ocean Sonics icListen HF Hydrophone 1349,True
539,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0942/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2016-03-18T19:09:37.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",HYDROPHONE,ICLISTENHF1350,23481,http://data.oceannetworks.ca/DeviceListing?DeviceId=23481,Ocean Sonics icListen HF Hydrophone 1350,True
